,orig_name,name,url,volume,options,Напиток,Вкус,С содержанием сока,Степень газирования,Упаковка,Стандарты производства,Состав,Энергетическая ценность в 100 г,Углеводы в 100 г,Срок годности,brend,category,Цвет,Тип,Объем,Материал корпуса,Материал колбы,Сохраняет холод,Высота,Диаметр/ширина корпуса,Вес,Особенности,В комплекте,Основа,Разбавитель,Степень глянца,Количество компонентов,Нанесение,Область применения,Материал обработки,Для внутренних работ,Для наружных работ,УФ защита,Время высыхания,Яхтный лак,Влагостойкий,Сохраняет тепло,Объем упаковки,Класс вязкости SAE,Класс ACEA,Класс ACEA (подробно),Двигатель,Тип двигателя,Назначение,Допуски,Тип баллона,Газ,Вид,Объем баллона,Масса газа,Соединение,Рабочее давление,Масса,Диаметр,Дополнительная информация,Срок службы,Подключение к водопроводу,Использование,Фильтрующий модуль в комплекте,Накопительная емкость,Мощность,Прозрачный корпус,Без сахара,Тип воды,Материал упаковки,Вид воды,Артезианская,Газированная,Страна производства,Сырье пива,Способ обработки пива,Крепость,Количество в упаковке,Блок,Дегустационные характеристики,Энергетическая ценность в 100 мл,Углеводы в 100 мл,Столовая,Уровень минерализации,Материал,Количество фигурок в наборе,Персонаж,Тип питания,Для детского питания,Спортивный колпачок,С добавлением сока,Рекомендуемый возраст,Гипоаллергенный,path,Родниковая,С винтовой крышкой,Белки в 100 г,Жиры в 100 г,Средство,Спрей,Тип кожи,Эффект,Масла и экстракты,Не содержит,Способ применения,Форма выпуска,Содержание сахара,Сорт винограда,Рекомендации по употреблению,Вид напитка,Жирность,Органический продукт,С мякотью,Витамины и минералы,Газированный,Стимулирующее вещество,Способ обработки,Пол,Верхние ноты,Средние ноты,Базовые ноты
521,"ВОДА ПИТЬЕВАЯ ЛЮКС 1,5Л ПРИРОДНАЯ АРТЕЗИАНСКАЯ НЕГАЗИРОВАННАЯ","Вода питьевая артезианская первой категории Липецкая-Лайт негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-artezianskaia-pervoi-kategorii-lipetskaia-lait-negazirovannaia-pet/435521097,"1,5","Вода питьевая артезианская первой категории Липецкая-Лайт негазированная, ПЭТ;Вода питьевая Святой Источник негазированная, ПЭТ;Вода питьевая артезианская Arctic газированная, ПЭТ;Вода питьевая Черноголовка негазированная, ПЭТ;Вода питьевая TASSAY негазированная, ПЭТ;Вода минеральная Калинов Родник негазированная, ПЭТ",,,,,,ТУ-0131-006-79320742-07,"гидрокарбонаты - 400 мг/л, сульфаты - 250 мг/л, хлориды - 250 мг/л, кальций - 130 мг/л, магний - 65 мг/л;
общая минерализация: < 1000 мг/л;
общая жесткость: < 7 мг-экв/л",,,"12 мес., при температуре до +25°С",Липецкая Росинка,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"скважина №12/99 артезианская, г.Липецк",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,"Вода питьевая ЛЮКС негазированная, п/б, 5 л","Вода питьевая родниковая Noy Luxe негазированная, стекло",https://market.yandex.ru/product--voda-pitevaia-rodnikovaia-noy-luxe-negazirovannaia-steklo/660484048,5,"Вода питьевая родниковая Noy Luxe негазированная, стекло;Питьевая вода Шишкин лес негазированная, ПЭТ;Минеральная питьевая вода Пилигрим негазированная, ПЭТ;Вода питьевая артезианская первой категории Липецкая-Лайт негазированная, ПЭТ;Вода питьевая Главвода негазированная, ПЭТ;Вода питьевая Svetla негазированная, ПЭТ",,,,,,,,,,,NOY,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,стекло,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Вода питьевая минеральная Власов ключ  без газа 1.5л,"Вода минеральная Власов ключ негазированная, пластик",https://market.yandex.ru/product--voda-mineralnaia-vlasov-kliuch-negazirovannaia-plastik/661688020,1,"Вода минеральная Власов ключ негазированная, пластик;Вода питьевая Новотерская негазированная, ПЭТ;Вода питьевая Святой Источник негазированная, ПЭТ;Вода минеральная Черноголовская негазированная, ПЭТ;Минеральная питьевая вода Пилигрим негазированная, ПЭТ;Вода питьевая природная негазированная Мевер, ПЭТ",,,,,,ГОСТ Р 54316-2011,"гидрокарбонаты: 100-350 мг/ дм3, хлориды: 3-10 мг/ дм3, кальций: 10-80 мг / дм3, магний: 10-70 мг/ дм3, натрий: 2-10 мг/ дм3, калий: 2-10 мг / дм3, минерализация: 0,20-0,45 мг/ дм3, 0,34-0,42 мг/ дм3, общая жесткость: 2,5-3,5 Ж",,,,Власов ключ,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,хранить при температуре от +5°С до +25°С,,,,,,,,,минеральная,пластик,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Вода питьевая минеральная Власов ключ газ 1.5л,"Вода минеральная Власов ключ негазированная, пластик",https://market.yandex.ru/product--voda-mineralnaia-vlasov-kliuch-negazirovannaia-plastik/661688020,1,"Вода минеральная Власов ключ негазированная, пластик;Вода питьевая Новотерская негазированная, ПЭТ;Вода питьевая Главвода негазированная, ПЭТ;Вода минеральная Черноголовская негазированная, ПЭТ;Вода питьевая Святой Источник газированная, ПЭТ;Вода минеральная Власов ключ газированная, пластик",,,,,,ГОСТ Р 54316-2011,"гидрокарбонаты: 100-350 мг/ дм3, хлориды: 3-10 мг/ дм3, кальций: 10-80 мг / дм3, магний: 10-70 мг/ дм3, натрий: 2-10 мг/ дм3, калий: 2-10 мг / дм3, минерализация: 0,20-0,45 мг/ дм3, 0,34-0,42 мг/ дм3, общая жесткость: 2,5-3,5 Ж",,,,Власов ключ,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,хранить при температуре от +5°С до +25°С,,,,,,,,,минеральная,пластик,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,"Вода питьевая минеральная Нарзан газированная лечебно-столовая 1,8 л","Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ",https://market.yandex.ru/product--mineralnaia-lechebno-stolovaia-voda-narzan-gazirovannaia-pet/170328363,"1,8","Минеральная лечебно-столовая вода Нарзан газированная, ПЭТ;Минеральная лечебно-столовая вода Нарзан натуральной газации, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"общая минерализация: 2,0-3,5 г/л;
гидрокарбонаты НСО3: 1000 – 1700 мг/л, сульфаты SO4: 250 – 500 мг/л, хлориды Cl: 50 - 200 мг/л, кальций Ca: 200 – 500 мг/л, магний Mg: 50 – 150 мг/л, натрий+калий Na++K+: 50 – 250 мг/л",,,24 мес.,Нарзан АО,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Кисловодское месторождение (скважины 7-РЭ, 107Д, 5/0, 5/0-бис, 2Б-бис)",,,,,,,,,минеральная,пластик,гидрокарбонатно-сульфатная магниево-кальцевая,,да,,,,,,,,,,да,маломинерализованная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,"Вода питьевая минеральная Сенежская газированная столовая 1,5 л","Вода минеральная Сенежская газированная, ПЭТ",https://market.yandex.ru/product--voda-mineralnaia-senezhskaia-gazirovannaia-pet/165123590,"1,5","Вода минеральная Сенежская газированная, ПЭТ;Вода минеральная Сенежская негазированная, ПЭТ;Вода минеральная природная питьевая столовая Липецкая-Лайт газированная, ПЭТ;Вода минеральная Sulinka газированная, ПЭТ;Минеральная питьевая столовая вода Легенда гор Архыз негазированная ПЭТ;Вода минеральная Сенежская+кислород газированная, ПЭТ",,,,сильногазированная,,ГОСТ Р 54316-2011,"мг/л: кальций 50-80, магний 15-40, калий 20, гидрокарбонат 250-450",,,12 мес.,Сенежская,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"общая минерализация: 0,3-0,7 мг/л",,,,,,,,,минеральная,пластик,гидрокарбонатная магниево-кальциевая,,да,,,,,,,,,,да,слабоминерализованная,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,"вода питьевая Наша родниковая 0,2л","Вода родниковая Aparan негазированная, ПЭТ",https://market.yandex.ru/product--voda-rodnikovaia-aparan-negazirovannaia-pet/593306122,"0,2","Вода родниковая Aparan негазированная, ПЭТ;Вода минеральная Калинов Родник негазированная, ПЭТ;Вода питьевая Наша Родниковая газированная, ПЭТ;Вода питьевая родниковая NOY негазированная, ПЭТ;Вода минеральная Калинов Родник газированная, ПЭТ;Вода питьевая Наша Родниковая негазированная, ПЭТ",,,,,,,"гидрокарбонат - 106,7; сульфаты - 7,0; хлориды - 7,0; калий - 2,2; натрий - 14,0; магний - 6,7; кальций - 22,5; pH - 6,8 общая минерализация 231",,,,Aparan,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,природная,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"вода питьевая  Наша родниковая 0,618л","Вода питьевая Наша Родниковая газированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-nasha-rodnikovaia-gazirovannaia-pet/601302085,"0,618","Вода питьевая Наша Родниковая газированная, ПЭТ",,,,,,,,,,,Наша Родниковая,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,природная,,да,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,
529,вода питьевая Наша родниковая 5л,"Вода питьевая родниковая NOY негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-rodnikovaia-noy-negazirovannaia-pet/660488163,5,"Вода питьевая родниковая NOY негазированная, ПЭТ;Вода питьевая Наша Родниковая негазированная, ПЭТ;Вода родниковая Aparan негазированная, ПЭТ;Вода питьевая Edis горная родниковая негазированная, стекло;Вода питьевая родниковая Aquadevida негазированная, ПЭТ;Вода минеральная Калинов Родник негазированная, ПЭТ",,,,,,,,,,,NOY,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация <300 мг/дм3, общая жесткость <2,2 соль/м3",,,,,,,,,питьевая,пластик,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,
530,"Вода питьевая ОБУХОВСКАЯ негаз. ПЭТ, Россия, 5 L","Вода питьевая Новотерская негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-novoterskaia-negazirovannaia-pet/561825024,5,"Вода питьевая Новотерская негазированная, ПЭТ;Вода питьевая Обуховская Роса негазированная, ПЭТ;Вода минеральная Черноголовская негазированная, ПЭТ;Вода питьевая Главвода негазированная, ПЭТ;Вода питьевая Чистогорье негазированная, ПЭТ;Вода питьевая ТОЛЬКО ВОДА негазированная, ПЭТ",,,,,,ТУ 0131-002-36800549-02,"Калий: 20,24 мг/л; Кальций: 28,1 мг/л; Магний: 12,16 мг/л; Хлориды: 28,4 мг/л; Сульфаты: 23,04 мг/л; Бикарбонаты: 122 мг/л; Гидрокарбонаты: 122 мг/л",,,,Новотерская Кавминводы,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,минеральная,пластик,,да,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,"Вода питьевая природная 18,9 л 18.9 л","Вода питьевая Legend of Baikal глубинная негазированная, пластик",https://market.yandex.ru/product--voda-pitevaia-legend-of-baikal-glubinnaia-negazirovannaia-plastik/256241917,"18,9","Вода питьевая Legend of Baikal глубинная негазированная, пластик;Природная питьевая вода Байкальская глубинная BAIKAL430, ПЭТ;Вода питьевая Святой Источник негазированная, ПЭТ;Вода питьевая Stelmas Zn Se негазированная, ПЭТ;Вода минеральная питьевая Кубай негазированная, ПЭТ;Вода питьевая Главвода негазированная, ПЭТ",,,,,,,"гидрокарбонаты (HCO3-) 70 мг/л, калий (Ка+) 2 мг/л, природный кислород 12 мг/л, кальций (Ca2+) 20 мг/л, магний (Mg2+) 5 мг/л, сульфаты(SO42-) 10 мг/л, хлориды(Cl-) 10 мг/л",,,24 мес.,Legend of Baikal,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,природная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
